분류,주성분코드,제품수,업체수,예시제품,주성분명
117,105501ATB,1,1,자나팜정1밀리그람(알프라졸람)_(1mg/1정),alprazolam
117,105502ATB,10,10,"알프라낙스정0.25밀리그람_(알프라졸람, 0.25mg/1정)",alprazolam
117,105504ATB,2,2,자나팜정0.4밀리그람(알프라졸람)_(0.4mg/1정),alprazolam
117,105505ATB,9,9,한림알프라졸람정0.5밀리그램_(0.5mg/1정),alprazolam
117,105507ATB,2,2,자나팜정0.125밀리그램(알프라졸람)_(0.125mg/1정),alprazolam
117,107501ATB,3,3,명인아미트리프틸린염산염정10밀리그람_(10mg/1정),amitriptyline hydrochloride
117,107502ATB,1,1,에트라빌25밀리그램정(아미트리프틸린염산염)_(25mg/1정),amitriptyline hydrochloride
117,107504ATB,1,1,에나폰정5밀리그램(아미트리프틸린염산염)_(5mg/1정),amitriptyline hydrochloride
117,118501ATB,1,1,"명인브로마제팜정3밀리그람[(수출명:로지팜정3밀리그람(브로마제팜), 브라제팜정3밀리그람(브로마제팜), 렉소만정3밀리그람(브로마제팜)]_(3mg/1정)",bromazepam
117,120501ATB,9,9,명인부스피론염산염정10밀리그램_(10mg/1정),buspirone hydrochloride
117,120502ATB,15,15,부스론정5밀리그램(부스피론염산염)_(5mg/1정),buspirone hydrochloride
117,120503ATB,1,1,보령부스파정15mg(부스피론염산염)_(15mg/1정),buspirone hydrochloride
117,131201ATB,1,1,리버티정10밀리그램(클로르디아제폭시드염산염)_(10mg/1정),chlordiazepoxide hydrochloride
117,131202ATB,1,1,리버티정5밀리그램(클로르디아제폭시드염산염)_(5mg/1정),chlordiazepoxide hydrochloride
117,131901ATB,2,2,네오마찐정100밀리그램(클로르프로마진염산염)_(0.1g/1정),chlorpromazine hydrochloride
117,131905ATB,1,1,명인클로르프로마진염산염정200mg_(0.2g/1정),chlorpromazine hydrochloride
117,131908ATB,1,1,명인클로르프로마진염산염정50mg(수출명:클로진정50mg)_(50mg/1정),chlorpromazine hydrochloride
117,135702ATB,1,1,센틸정5밀리그람(클로바잠)_(5mg/1정),clobazam
117,136301ACH,1,1,그로민캡슐10mg(클로미프라민염산염)_(10mg/1캡슐),clomipramine hydrochloride
117,136302ACH,2,2,환인염산클로미프라민캡슐25밀리그램_(25mg/1캡슐),clomipramine hydrochloride
117,137501ATB,2,2,클자핀정100밀리그램(클로자핀)_(0.1g/1정),clozapine
117,137502ATB,2,2,클자핀정25밀리그램(클로자핀)_(25mg/1정),clozapine
117,137503ATB,1,1,클자핀정50밀리그램(클로자핀)_(50mg/1정),clozapine
117,137504ATB,1,1,클자핀정200밀리그램(클로자핀)_(0.2g/1정),clozapine
117,142901ATB,1,1,명인디아제팜정10밀리그람_(10mg/1정),diazepam
117,142902ATB,3,3,대원디아제팜정2밀리그램(수출명:디아잠정2밀리그램)(수출명2:트레즈콘정2밀리그램)_(2mg/1정),diazepam
117,142903ATB,3,3,삼진디아제팜정5밀리그람_(5mg/1정),diazepam
117,142930BIJ,1,1,삼진디아제팜주_(10mg/2mL),diazepam
117,156201ATB,1,1,빅손정1밀리그람(에칠로플라제페이트)_(1mg/1정),ethyl loflazepate
117,156202ATB,1,1,빅손정(에칠로플라제페이트)_(2mg/1정),ethyl loflazepate
117,156501ATB,1,1,데파스정1밀리그람(에티졸람)_(1mg/1정),etizolam
117,156502ATB,1,1,데파스정0.5밀리그람(에티졸람)_(0.5mg/1정),etizolam
117,156503ATB,1,1,데파스정0.25밀리그램(에티졸람)_(0.25mg/1정),etizolam
117,161501ACH,14,14,영진플루옥세틴캡슐10밀리그램(플루옥세틴염산염)_(11.2mg/1캡슐),fluoxetine hydrochloride (as fluoxetine)
117,161501ATB,1,1,유니작정10밀리그람(염산플루옥세틴)_(11.2mg/1정),fluoxetine hydrochloride (as fluoxetine)
117,161502ACH,35,35,플루옥캡슐20밀리그램(플루옥세틴염산염)_(22.4mg/1캡슐),fluoxetine hydrochloride (as fluoxetine)
117,161502ATB,1,1,유니작정(염산플루옥세틴)_(22.4mg/1정),fluoxetine hydrochloride (as fluoxetine)
117,161502ATD,1,1,푸록틴확산정20밀리그램(플루옥세틴염산염)_(22.37mg/1정),fluoxetine hydrochloride (as fluoxetine)
117,167903ATB,2,2,페리돌정1.5밀리그램(할로페리돌)_(1.5mg/1정),haloperidol
117,167904ATB,2,2,페리돌정10밀리그램(할로페리돌)_(10mg/1정),haloperidol
117,167905ATB,2,2,페리돌정20밀리그램(할로페리돌)_(20mg/1정),haloperidol
117,167906ATB,2,2,명인할로페리돌정3밀리그램_(3mg/1정),haloperidol
117,167908ATB,2,2,페리돌정5밀리그램(할로페리돌)_(5mg/1정),haloperidol
117,167930BIJ,2,2,페리돌주(할로페리돌)_(5mg/1mL),haloperidol
117,168030BIJ,1,1,할돌데카노아스주사(할로페리돌데카노에이트)_(70.52mg/1mL),haloperidol decanoate (as haloperidol)
117,172101ATB,1,1,아디팜정(히드록시진염산염)_(10mg/1정),hydroxyzine hydrochloride
117,172130ASY,3,3,이치리진시럽(히드록시진염산염)_(0.2g/100mL),hydroxyzine hydrochloride
117,173701ATB,2,2,환인이미프라민염산염정25밀리그램_(25mg/1정),imipramine hydrochloride
117,183301ATB,1,1,티세르신정100밀리그램(레보메프로마진말레산염)_(0.1353g/1정),levomepromazine maleate (as levomepromazine)
117,183302ATB,1,1,티세르신정25밀리그람(말레인산레보메프로마진)_(33.8mg/1정),levomepromazine maleate (as levomepromazine)
117,183303ATB,1,1,티세르신정50밀리그램(레보메프로마진말레산염)_(67.7mg/1정),levomepromazine maleate (as levomepromazine)
117,184701ATB,3,3,리단정(탄산리튬)_(0.3g/1정),lithium carbonate
117,184702ATB,1,1,명인탄산리튬정150mg_(0.15g/1정),lithium carbonate
117,185501ATB,3,3,로라반정1밀리그램(로라제팜)_(1mg/1정),lorazepam
117,185504ATB,3,3,로라반정0.5밀리그램(로라제팜)_(0.5mg/1정),lorazepam
117,185530BIJ,1,1,아티반주사(로라제팜)_(2mg/0.5mL),lorazepam
117,185531BIJ,1,1,아티반주사(로라제팜)_(4mg/1mL),lorazepam
117,196201ATB,7,7,밀타정15mg(미르타자핀)_(15mg/1정),mirtazapine
117,196201ATD,5,5,밀타오디정15mg(미르타자핀)_(15mg/1정),mirtazapine
117,196202ATB,7,7,밀타정30mg(미르타자핀)_(30mg/1정),mirtazapine
117,196202ATD,5,5,밀타오디정30mg(미르타자핀)_(30mg/1정),mirtazapine
117,196203ATB,1,1,밀타정45밀리그램(미르타자핀)_(45mg/1정),mirtazapine
117,196204ATB,5,5,밀타정7.5밀리그램(미르타자핀)_(7.5mg/1정),mirtazapine
117,196204ATD,2,2,밀타오디정7.5mg(미르타자핀)_(7.5mg/1정),mirtazapine
117,203401ATB,1,1,센시발정10밀리그램(염산노르트립틸린)_(11.4mg/1정),nortryptiline hydrochloride (as nortryptiline)
117,203402ATB,1,1,센시발정25밀리그램(염산노르트립틸린)_(28.5mg/1정),nortryptiline hydrochloride (as nortryptiline)
117,204001ATB,12,12,자이레핀정10밀리그램(올란자핀)_(10mg/1정),olanzapine
117,204001ATD,2,2,자이피스오디정 10밀리그램(올란자핀)_(10mg/1정),olanzapine
117,204002ATB,12,12,자이레핀정5밀리그램(올란자핀)_(5mg/1정),olanzapine
117,204002ATD,2,2,자이피스오디정 5밀리그램(올란자핀)_(5mg/1정),olanzapine
117,204004ATB,9,9,자이자핀정2.5밀리그램(올란자핀)_(2.5mg/1정),olanzapine
117,204005ATB,1,1,테바올란자핀정15밀리그램_(15mg/1정),olanzapine
117,209301ATB,5,5,파마파록세틴정10밀리그램(파록세틴염산염수화물)_(11.4mg/1정),paroxetine hydrochloride (as paroxetine)
117,209302ATB,9,9,파록스정20mg(파록세틴염산염수화물)_(22.88mg/1정),paroxetine hydrochloride (as paroxetine)
117,209304ATR,7,7,파록스씨알정12.5밀리그램(파록세틴염산염수화물)_(14.25mg/1정),paroxetine hydrochloride (as paroxetine)
117,209305ATR,4,4,파록스씨알정25밀리그램(파록세틴염산염반수화물)_(28.5mg/1정),paroxetine hydrochloride (as paroxetine)
117,211401ATB,1,1,명인페르페나진정4밀리그램_(4mg/1정),perphenazine
117,212402ATB,1,1,명인피모짓4밀리그람정_(4mg/1정),pimozide
117,224201ATB,12,12,리스돈정1밀리그램(리스페리돈)_(1mg/1정),risperidone
117,224201ATD,2,2,리스펜오디정1밀리그램(리스페리돈)_(1mg/1정),risperidone
117,224202ATB,14,14,리스돈정(리스페리돈)(수출명:에스씨페르달정)_(2mg/1정),risperidone
117,224202ATD,2,2,리스펜오디정2밀리그램(리스페리돈)_(2mg/1정),risperidone
117,224203ATB,7,7,리스돈정3밀리그램(리스페리돈)_(3mg/1정),risperidone
117,224204ATB,7,7,리스돈정0.5밀리그램(리스페리돈)_(0.5mg/1정),risperidone
117,227001ATB,9,9,파마설트랄린정50밀리그램(설트랄린염산염)_(55.95mg/1정),sertraline hydrochloride (as sertraline)
117,227002ATB,7,7,트라린정100밀리그램(설트랄린염산염)_(0.1119g/1정),sertraline hydrochloride (as sertraline)
117,227003ATB,5,5,파마설트랄린정25밀리그램(설트랄린염산염)_(27.975mg/1정),sertraline hydrochloride (as sertraline)
117,229601ATB,15,15,티아본정(티아넵틴나트륨)_(12.5mg/1정),sodium tianeptine
117,233401ATB,1,1,설피딘정200mg(설피리드)수출명:피리덴정200mg(설피리드)_(0.2g/1정),sulpiride
117,242901ACH,2,2,"명인트라조돈캅셀25밀리그람_(트라조돈염산염, 25mg/1캡슐)",trazodone hydrochloride
117,242901ATB,2,2,명인트라조돈염산염정25mg_(25mg/1정),trazodone hydrochloride
117,242902ATB,2,2,명인트라조돈염산염정50밀리그램_(50mg/1정),trazodone hydrochloride
117,242903ATR,1,1,트리티코서방정75밀리그람(트라조돈염산염)_(75mg/1정),trazodone hydrochloride
117,247502ACR,7,7,코팩사엑스알서방캡슐75mg(벤라팍신염산염)_(84.84mg/1캡슐),venlafaxine hydrochloride (as venlafaxine)
117,247504ACR,7,7,코팩사엑스알서방캡슐37.5mg(벤라팍신염산염)_(42.42mg/1캡슐),venlafaxine hydrochloride (as venlafaxine)
117,250801ATB,1,1,로도핀정100mg(죠테핀)_(0.1g/1정),zotepine
117,250802ATB,1,1,로도핀정25mg(죠테핀)_(25mg/1정),zotepine
117,250803ATB,1,1,로도핀정50mg(죠테핀)_(50mg/1정),zotepine
117,255800ATB,1,1,리브락스정_(1정),chlordiazepoxide
117,255800ATB,1,1,리브락스정_(1정),clidinium bromide
117,355801ACH,1,1,익셀캡슐25밀리그램(밀나시프란염산염)_(25mg/1캡슐),milnacipran hydrochloride
117,355802ACH,1,1,익셀캡슐50밀리그램(밀나시프란염산염)_(50mg/1캡슐),milnacipran hydrochloride
117,355803ACH,1,1,익셀캡슐12.5밀리그램(밀나시프란염산염)_(12.5mg/1캡슐),milnacipran hydrochloride
117,378601ATB,27,27,큐로켈정25밀리그램(쿠에티아핀푸마르산염)_(28.78mg/1정),quetiapine fumarate (as quetiapine)
117,378602ATB,24,24,큐로켈정100밀리그램(쿠에티아핀푸마르산염)_(0.11513g/1정),quetiapine fumarate (as quetiapine)
117,378603ATB,19,19,큐로켈정200밀리그램(쿠에티아핀푸마르산염)_(0.23026g/1정),quetiapine fumarate (as quetiapine)
117,378604ATB,13,13,큐로켈정300밀리그램(쿠에티아핀푸마르산염)_(0.34539g/1정),quetiapine fumarate (as quetiapine)
117,378605ATB,3,3,큐로켈정50밀리그램(쿠에티아핀푸마르산염)_(57.57mg/1정),quetiapine fumarate (as quetiapine)
117,378605ATR,6,5,큐로켈서방정50밀리그램(쿠에티아핀푸마르산염)_(57.56mg/1정),quetiapine fumarate (as quetiapine)
117,378606ATR,6,5,큐로켈서방정200밀리그램(쿠에티아핀푸마르산염)_(0.23024g/1정),quetiapine fumarate (as quetiapine)
117,378607ATR,6,5,큐로켈서방정300밀리그램(쿠에티아핀푸마르산염)_(0.34536g/1정),quetiapine fumarate (as quetiapine)
117,378608ATR,6,5,큐로켈서방정400밀리그램(쿠에티아핀푸마르산염)_(0.46048g/1정),quetiapine fumarate (as quetiapine)
117,378609ATR,6,5,큐로켈서방정150밀리그램(쿠에티아핀푸마르산염)_(0.17268g/1정),quetiapine fumarate (as quetiapine)
117,378610ATB,5,5,동화쿠에티아핀정12.5밀리그램(쿠에티아핀푸마르산염)_(14.39mg/1정),quetiapine fumarate (as quetiapine)
117,420002ATB,4,4,아미썰정400밀리그램(아미설피리드)_(0.4g/1정),amisulpride
117,420003ATB,4,4,아미썰정100밀리그램(아미설피리드)_(0.1g/1정),amisulpride
117,420004ATB,2,2,아미썰정200밀리그램(아미설피리드)_(0.2g/1정),amisulpride
117,428101ATB,1,1,웰정(부프로피온염산염)(수출명:디쁘레오정)_(0.1g/1정),bupropion hydrochloride
117,428102ATR,7,7,파피온서방정(부프로피온염산염)_(0.15g/1정),bupropion hydrochloride
117,428103ATR,1,1,웰부트린엑스엘정300밀리그램(부프로피온염산염)_(0.3g/1정),bupropion hydrochloride
117,451501ATB,10,10,아라빌정10밀리그램(아리피프라졸)_(10mg/1정),aripiprazole
117,451501ATD,1,1,아빌리파이오디정10밀리그램(아리피프라졸)_(10mg/1정),aripiprazole
117,451502ATB,9,9,아라빌정15밀리그램(아리피프라졸)_(15mg/1정),aripiprazole
117,451502ATD,1,1,아빌리파이오디정15밀리그램(아리피프라졸)_(15mg/1정),aripiprazole
117,451503ATB,9,9,아라빌정5밀리그램(아리피프라졸)_(5mg/1정),aripiprazole
117,451504ATB,6,6,아리피졸정2밀리그램(아리피프라졸)_(2mg/1정),aripiprazole
117,451505ATB,2,2,아리피졸정30밀리그램(아리피프라졸)_(30mg/1정),aripiprazole
117,451506BIJ,1,1,아빌리파이메인테나주사300밀리그램(아리피프라졸일수화물)_(0.312g/1.5mL),aripiprazole
117,451507BIJ,1,1,아빌리파이메인테나주사400밀리그램(아리피프라졸일수화물)_(0.416g/2mL),aripiprazole
117,451508ATB,6,6,아라빌정1밀리그램(아리피프라졸(미분화))_(1mg/1정),aripiprazole
117,451509BIJ,1,1,아빌리파이아심투파이주사960밀리그램(아리피프라졸일수화물)_(0.96g/3.2mL),
117,464901ACH,1,1,젤독스캡슐20밀리그램(염산지프라시돈일수화물)_(22.65mg/1캡슐),ziprasidone hydrochloride monohydrate (as ziprasidone)
117,464902ACH,1,1,젤독스캡슐40밀리그램(염산지프라시돈일수화물)_(45.3mg/1캡슐),ziprasidone hydrochloride monohydrate (as ziprasidone)
117,464903ACH,1,1,젤독스캡슐60밀리그램(염산지프라시돈일수화물)_(67.95mg/1캡슐),ziprasidone hydrochloride monohydrate (as ziprasidone)
117,464904ACH,1,1,젤독스캡슐80밀리그램(염산지프라시돈일수화물)_(90.6mg/1캡슐),ziprasidone hydrochloride monohydrate (as ziprasidone)
117,474801ATB,23,23,뉴프람정5밀리그램(에스시탈로프람옥살산염)_(6.39mg/1정),escitalopram oxalate (as escitalopram)
117,474801ATD,2,2,제프람멜츠구강붕해정5밀리그램(에스시탈로프람옥살산염)_(6.385mg/1정),escitalopram oxalate (as escitalopram)
117,474802ATB,41,41,산도스에스시탈로프람정10밀리그램(에스시탈로프람옥살산염)_(12.77mg/1정),escitalopram oxalate (as escitalopram)
117,474802ATD,2,2,제프람멜츠구강붕해정10밀리그램(에스시탈로프람옥살산염)_(12.77mg/1정),escitalopram oxalate (as escitalopram)
117,474803ATB,20,20,디푸로정20밀리그램(에스시탈로프람옥살산염)_(25.54mg/1정),escitalopram oxalate (as escitalopram)
117,474803ATD,2,2,제프람멜츠구강붕해정20밀리그램(에스시탈로프람옥살산염)_(25.54mg/1정),escitalopram oxalate (as escitalopram)
117,474804ATB,6,6,뉴프람정15밀리그램(에스시탈로프람옥살산염)_(19.155mg/1정),escitalopram oxalate (as escitalopram)
117,495501ACE,22,22,드록틴캡슐30mg(둘록세틴염산염)_(0.1765g/1캡슐),duloxetine hydrochloride (as duloxetine)
117,495502ACE,20,20,드록틴캡슐60mg(둘록세틴염산염)_(67.3mg/1캡슐),duloxetine hydrochloride (as duloxetine)
117,503201ATR,2,2,팔리스펜서방정3mg(팔리페리돈)_(3mg/1정),paliperidone
117,503202ATR,2,2,팔리스펜서방정6mg(팔리페리돈)_(6mg/1정),paliperidone
117,503203ATR,2,2,팔리스펜서방정9mg(팔리페리돈)_(9mg/1정),paliperidone
117,511301ATB,3,3,로나큐정2밀리그램(블로난세린)_(2mg/1정),blonanserin
117,511302ATB,3,3,로나큐정4밀리그램(블로난세린)_(4mg/1정),blonanserin
117,511303ATB,3,3,로나큐정8밀리그램(블로난세린)_(8mg/1정),blonanserin
117,586430BIJ,1,1,인베가서스티나주사39mg(팔리페리돈팔미테이트)_(39mg/0.25mL),paliperidone palmitate (as paliperidone)
117,586431BIJ,1,1,인베가서스티나주사78mg(팔리페리돈팔미테이트)_(78mg/0.5mL),paliperidone palmitate (as paliperidone)
117,586432BIJ,1,1,인베가서스티나주사117mg(팔리페리돈팔미테이트)_(0.117g/0.75mL),paliperidone palmitate (as paliperidone)
117,586433BIJ,1,1,인베가서스티나주사156mg(팔리페리돈팔미테이트)_(0.156g/1mL),paliperidone palmitate (as paliperidone)
117,586434BIJ,1,1,인베가서스티나주사234mg(팔리페리돈팔미테이트)_(0.234g/1.5mL),paliperidone palmitate (as paliperidone)
117,586435BIJ,1,1,인베가트린자주사(팔리페리돈팔미테이트)_(0.273g/0.875mL),paliperidone palmitate (as paliperidone)
117,586436BIJ,1,1,인베가트린자주사(팔리페리돈팔미테이트)_(0.4103g/1.315mL),paliperidone palmitate (as paliperidone)
117,586437BIJ,1,1,인베가트린자주사(팔리페리돈팔미테이트)_(0.546g/1.75mL),paliperidone palmitate (as paliperidone)
117,586438BIJ,1,1,인베가트린자주사(팔리페리돈팔미테이트)_(0.819g/2.625mL),paliperidone palmitate (as paliperidone)
117,586439BIJ,1,1,인베가하피에라주사(팔리페리돈팔미테이트)_(1.092g/3.5mL),paliperidone palmitate (as paliperidone)
117,586440BIJ,1,1,인베가하피에라주사(팔리페리돈팔미테이트)_(1.56g/5mL),paliperidone palmitate (as paliperidone)
117,613101ATB,1,1,아고틴정25밀리그램(아고멜라틴)_(25mg/1정),agomelatine
117,626401ATR,3,3,데스프리서방정50밀리그램(데스벤라팍신숙신산염일수화물)_(75.885mg/1정),desvenlafaxine succinate monohydrate (as desvenlafaxine)
117,626402ATR,3,3,데스프리서방정100밀리그램(데스벤라팍신숙신산염일수화물)_(0.15177g/1정),desvenlafaxine succinate monohydrate (as desvenlafaxine)
117,628501ATB,1,1,브린텔릭스정5밀리그램(보티옥세틴브롬화수소산염)_(6.355mg/1정),vortioxetine hydrobromide (as vortioxetine)
117,628502ATB,1,1,브린텔릭스정10밀리그램(보티옥세틴브롬화수소산염)_(12.71mg/1정),vortioxetine hydrobromide (as vortioxetine)
117,628504ATB,1,1,브린텔릭스정20밀리그램(보티옥세틴브롬화수소산염)_(25.42mg/1정),vortioxetine hydrobromide (as vortioxetine)
117,687601ATR,3,3,프리넥사서방정50밀리그램(데스벤라팍신벤조산염)_(73.185mg/1정),desvenlafaxine benzoate (as desvenlafaxine)
117,687602ATR,3,3,프리넥사서방정100밀리그램(데스벤라팍신벤조산염)_(0.14637g/1정),desvenlafaxine benzoate (as desvenlafaxine)
117,687603ATR,3,3,프리넥사서방정25밀리그램(데스벤라팍신벤조산염)_(36.5925mg/1정),
117,687701ATR,1,1,데팍신서방정50밀리그램(데스벤라팍신)_(50mg/1정),desvenlafaxine
117,687702ATR,1,1,데팍신서방정100밀리그램(데스벤라팍신)_(0.1g/1정),desvenlafaxine
117,687703ATR,1,1,데팍신서방정25밀리그램(데스벤라팍신)_(25mg/1정),desvenlafaxine
117,729801ATB,1,1,라투다정20밀리그램(루라시돈염산염)_(20mg/1정),lurasidone hydrochloride
