substance_code,preferred_label_ko,preferred_label_en,atc_codes,representative_label
142301ATR,덱시부프로펜,dexibuprofen,M01AE14,덱시부프로펜
142302ATB,덱시부프로펜,dexibuprofen,M01AE14,덱시부프로펜
142331ASY,덱시부프로펜,dexibuprofen,M01AE14,덱시부프로펜
142332ASY,덱시부프로펜,dexibuprofen,M01AE14,덱시부프로펜
142334ASY,덱시부프로펜,dexibuprofen,M01AE14,덱시부프로펜
142301ATB,덱시부프로펜,nan,M01AE14,덱시부프로펜
142303ATB,덱시부프로펜,nan,M01AE14,덱시부프로펜
631101ATB,델라마니드,delamanid,J04AK06,델라마니드
643403CPC,도네페질,donepezil,N06DA02,도네페질
643404CPC,도네페질,donepezil,N06DA02,도네페질
148601APD,도네페질염산염수화물,donepezil,N06DA02,도네페질염산염수화물
148601ATD,도네페질염산염수화물,donepezil,N06DA02,도네페질염산염수화물
148602APD,도네페질염산염수화물,donepezil,N06DA02,도네페질염산염수화물
148602ATD,도네페질염산염수화물,donepezil,N06DA02,도네페질염산염수화물
148630ALQ,도네페질염산염수화물,donepezil,N06DA02,도네페질염산염수화물
148631ALQ,도네페질염산염수화물,donepezil,N06DA02,도네페질염산염수화물
148601ATB,도네페질염산염수화물,nan,N06DA02,도네페질염산염수화물
148602ATB,도네페질염산염수화물,nan,N06DA02,도네페질염산염수화물
148603ATB,도네페질염산염수화물,nan,N06DA02,도네페질염산염수화물
148604ATB,도네페질염산염수화물,nan,N06DA02,도네페질염산염수화물
738600ATB,"도네페질염산염수화물, 메만틴염산염",nan,,"도네페질염산염수화물, 메만틴염산염"
686101ATB,도라비린,doravirine,J05AG06,도라비린
148830COS,도르졸라미드염산염,dorzolamide,S01EC03,도르졸라미드염산염
541900COS,"도르졸라미드염산염,티몰롤말레산염",nan,S01ED51,"도르졸라미드염산염,티몰롤말레산염"
538300COS,"도르졸라미드염산염,티몰롤말레산염","timolol, combinations",S01ED51,"도르졸라미드염산염,티몰롤말레산염"
541600COS,"도르졸라미드염산염,티몰롤말레산염","timolol, combinations",S01ED51,"도르졸라미드염산염,티몰롤말레산염"
593201BIJ,도리페넴,doripenem,J01DH04,도리페넴
148101ATB,도베실산칼슘수화물,nan,C05BX01,도베실산칼슘수화물
148103ATB,도베실산칼슘수화물,nan,C05BX01,도베실산칼슘수화물
148230BIJ,도부타민염산염,dobutamine,C01CA07,도부타민염산염
148341BIJ,도세탁셀무수물,docetaxel,L01CD02,도세탁셀무수물
148342BIJ,도세탁셀무수물,docetaxel,L01CD02,도세탁셀무수물
148340BIJ,도세탁셀삼수화물,docetaxel,L01CD02,도세탁셀삼수화물
148344BIJ,도세탁셀삼수화물,docetaxel,L01CD02,도세탁셀삼수화물
148346BIJ,도세탁셀삼수화물,docetaxel,L01CD02,도세탁셀삼수화물
148348BIJ,도세탁셀삼수화물,docetaxel,L01CD02,도세탁셀삼수화물
148350BIJ,도세탁셀삼수화물,docetaxel,L01CD02,도세탁셀삼수화물
148351BIJ,도세탁셀삼수화물,docetaxel,L01CD02,도세탁셀삼수화물
716601BIJ,도스탈리맙,dostarlimab,L01FF07,도스탈리맙
148731BIJ,도파민염산염,dopamine,C01CA04,도파민염산염
149102ATB,독사조신메실산염,doxazosin,C02CA04,독사조신메실산염
149104ATR,독사조신메실산염,nan,C02CA04,독사조신메실산염
149203ATB,독세핀염산염,Other hypnotics and sedatives,N05CM,독세핀염산염
149204ATB,독세핀염산염,Other hypnotics and sedatives,N05CM,독세핀염산염
149430BIJ,독소루비신염산염,doxorubicin,L01DB01,독소루비신염산염
149432BIJ,독소루비신염산염,doxorubicin,L01DB01,독소루비신염산염
149433BIJ,독소루비신염산염,doxorubicin,L01DB01,독소루비신염산염
439101ATB,독소필린,doxofylline,R03DA11,독소필린
149501ACH,독시사이클린수화물,doxycycline,J01AA02,독시사이클린수화물
149502ATB,독시사이클린수화물,doxycycline,J01AA02,독시사이클린수화물
149501ATB,독시사이클린수화물,nan,J01AA02,독시사이클린수화물
149701ATB,독시사이클린하이클레이트수화물,doxycycline,J01AA02,독시사이클린하이클레이트수화물
149702ACH,독시사이클린하이클레이트수화물,doxycycline,A01AB22,독시사이클린하이클레이트수화물
628601ATB,돌루테그라비르나트륨,dolutegravir,J05AJ03,돌루테그라비르나트륨
148402ATB,돔페리돈,domperidone,A03FA03,돔페리돈
148432ASS,돔페리돈,domperidone,A03FA03,돔페리돈
148501ATB,돔페리돈말레산염,domperidone,A03FA03,돔페리돈말레산염
235101ACH,동결건조균체용해물(표준화,Other immunostimulants,L03AX,동결건조균체용해물(표준화
130231BIJ,돼지뇌펩티드,nan,N06BX,돼지뇌펩티드
130232BIJ,돼지뇌펩티드,nan,N06BX,돼지뇌펩티드
186330BIJ,돼지의폐추출물,Lung surfactants,R07AA,돼지의폐추출물
720901BIJ,"돼지혈액응고VIII인자,유전자재조합",susoctocog alfa,B02BD14,"돼지혈액응고VIII인자,유전자재조합"
458801ACS,두타스테리드,nan,G04CB02,두타스테리드
458801ATB,두타스테리드,nan,G04CB02,두타스테리드
670401BIJ,"두필루맙, 유전자재조합",dupilumab,D11AH05,"두필루맙, 유전자재조합"
670402BIJ,"두필루맙, 유전자재조합",dupilumab,D11AH05,"두필루맙, 유전자재조합"
639701BIJ,"둘라글루타이드,유전자재조합",dulaglutide,A10BJ05,"둘라글루타이드,유전자재조합"
639702BIJ,"둘라글루타이드,유전자재조합",dulaglutide,A10BJ05,"둘라글루타이드,유전자재조합"
495501ACE,둘록세틴염산염,nan,N06AX21,둘록세틴염산염
495502ACE,둘록세틴염산염,nan,N06AX21,둘록세틴염산염
725401ATB,듀크라바시티닙,deucravacitinib,L04AF07,듀크라바시티닙
597401ATB,드로네다론염산염,nan,C01BD07,드로네다론염산염
209901ACH,디-페니실라민,penicillamine,M01CC01,디-페니실라민
209902ACH,디-페니실라민,penicillamine,M01CC01,디-페니실라민
144801ATB,디곡신,digoxin,C01AA05,디곡신
144831AEL,디곡신,digoxin,C01AA05,디곡신
146304CTR,디노프로스톤,dinoprostone,G02AD02,디노프로스톤
735201BIJ,디누툭시맙베타,nan,,디누툭시맙베타
369401BIJ,디메르캅토숙신산,technetium (99mTc) succimer,V09CA02,디메르캅토숙신산
369403BIJ,디메르캅토숙신산,technetium (99mTc) succimer,V09CA02,디메르캅토숙신산
648901ACH,디메틸푸마르산염,dimethyl fumarate,L04AX07,디메틸푸마르산염
648901ATE,디메틸푸마르산염,dimethyl fumarate,L04AX07,디메틸푸마르산염
648902ACH,디메틸푸마르산염,dimethyl fumarate,L04AX07,디메틸푸마르산염
648903ATE,디메틸푸마르산염,dimethyl fumarate,L04AX07,디메틸푸마르산염
145901ATB,디멘히드리네이트,Other antiemetics,A04AD,디멘히드리네이트
147701ATR,디발프로엑스나트륨,valproic acid,N03AG01,디발프로엑스나트륨
147702ATR,디발프로엑스나트륨,valproic acid,N03AG01,디발프로엑스나트륨
147801ACH,디발프로엑스나트륨입자,valproic acid,N03AG01,디발프로엑스나트륨입자
691901BIJ,디비닐설폰으로 가교결합된 히알루론산나트륨겔과 히알루론산나트륨액의 4:1 w/w 혼합겔,hyaluronic acid,M09AX01,디비닐설폰으로 가교결합된 히알루론산나트륨겔과 히알루론산나트륨액의 4:1 w/w 혼합겔
142801ACH,디아세레인,diacerein,M01AX21,디아세레인
142802ACH,디아세레인,nan,M01AX21,디아세레인
142903ATB,디아제팜,nan,N05BA01,디아제팜
615701ATB,디에노게스트,nan,G03DB08,디에노게스트
146603ATB,디오스민,diosmin,C05CA03,디오스민
146602ACH,디오스민,nan,C05CA03,디오스민
146430ASS,디옥타헤드랄스멕타이트,diosmectite,A07BC05,디옥타헤드랄스멕타이트
146431ASS,디옥타헤드랄스멕타이트,diosmectite,A07BC05,디옥타헤드랄스멕타이트
146432ASS,디옥타헤드랄스멕타이트,diosmectite,A07BC05,디옥타헤드랄스멕타이트
617333COS,디쿠아포솔나트륨,artificial tears and other indifferent preparations,S01XA20,디쿠아포솔나트륨
617335COS,디쿠아포솔나트륨,artificial tears and other indifferent preparations,S01XA20,디쿠아포솔나트륨
617338COS,디쿠아포솔나트륨,artificial tears and other indifferent preparations,S01XA20,디쿠아포솔나트륨
617330COS,디쿠아포솔나트륨,nan,S01XA20,디쿠아포솔나트륨
617332COS,디쿠아포솔나트륨,nan,S01XA20,디쿠아포솔나트륨
617339COS,디쿠아포솔나트륨,nan,,디쿠아포솔나트륨
143631BIJ,디클로페낙β-디메틸아미노에탄올,nan,M01AB05,디클로페낙β-디메틸아미노에탄올
143504ATB,디클로페낙나트륨,diclofenac,M01AB05,디클로페낙나트륨
143506ATB,디클로페낙나트륨,diclofenac,M01AB05,디클로페낙나트륨
143532COS,디클로페낙나트륨,diclofenac,S01BC03,디클로페낙나트륨
143533COS,디클로페낙나트륨,diclofenac,S01BC03,디클로페낙나트륨
143535BIJ,디클로페낙나트륨,diclofenac,M01AB05,디클로페낙나트륨
143537CCM,디클로페낙나트륨,diclofenac,M02AA15,디클로페낙나트륨
143331CCM,디클로페낙디에칠암모늄,nan,,디클로페낙디에칠암모늄
143302CPL,디클로페낙디에틸암모늄,diclofenac,M02AA15,디클로페낙디에틸암모늄
144432CCM,디플로라손아세테이트,diflorasone,D07AC10,디플로라손아세테이트
144434CCM,디플로라손아세테이트,diflorasone,D07AC10,디플로라손아세테이트
144431CCM,디플로라손아세테이트,nan,D07AC10,디플로라손아세테이트
144433CCM,디플로라손아세테이트,nan,D07AC10,디플로라손아세테이트
144530COM,디플루코르톨론발레레이트,diflucortolone,D07AC06,디플루코르톨론발레레이트
144532CLT,디플루코르톨론발레레이트,diflucortolone,D07AC06,디플루코르톨론발레레이트
144731CCM,디플루프레드네이트,difluprednate,D07AC19,디플루프레드네이트
144901ATR,디히드로코데인타르타르산염,dihydrocodeine,N02AA08,디히드로코데인타르타르산염
145707ACR,딜티아젬아시딕폴리머콤플렉스,diltiazem,C08DB01,딜티아젬아시딕폴리머콤플렉스
145701ACR,딜티아젬염산염,diltiazem,C08DB01,딜티아젬염산염
145703ACR,딜티아젬염산염,diltiazem,C08DB01,딜티아젬염산염
145704BIJ,딜티아젬염산염,diltiazem,C08DB01,딜티아젬염산염
145706ATB,딜티아젬염산염,diltiazem,C08DB01,딜티아젬염산염
145707ATR,딜티아젬염산염,diltiazem,C08DB01,딜티아젬염산염
503630BIJ,라니비주맙,ranibizumab,S01LA04,라니비주맙
503632BIJ,라니비주맙,ranibizumab,S01LA04,라니비주맙
503631BIJ,"라니비주맙,유전자재조합",nan,S01LA04,"라니비주맙,유전자재조합"
617701ACH,라도티닙염산염,BCR-ABL tyrosine kinase inhibitors,L01EA,라도티닙염산염
617702ACH,라도티닙염산염,BCR-ABL tyrosine kinase inhibitors,L01EA,라도티닙염산염
466230BIJ,라로니다제,laronidase,A16AB05,라로니다제
688901ACH,라로트렉티닙황산염,larotrectinib,L01EX12,라로트렉티닙황산염
688902ACH,라로트렉티닙황산염,larotrectinib,L01EX12,라로트렉티닙황산염
688903ALQ,라로트렉티닙황산염,larotrectinib,L01EX12,라로트렉티닙황산염
688904ALQ,라로트렉티닙황산염,larotrectinib,L01EX12,라로트렉티닙황산염
659200ACH,"라록시펜,콜레칼시페롤",Selective estrogen receptor modulators,G03XC,"라록시펜,콜레칼시페롤"
358001ATB,라록시펜염산염,nan,G03XC01,라록시펜염산염
358002ATB,라록시펜염산염,raloxifene,G03XC01,라록시펜염산염
222601ATD,라모세트론염산염,nan,A04AA,라모세트론염산염
222602ATB,라모세트론염산염,nan,,라모세트론염산염
222603ATB,라모세트론염산염,nan,,라모세트론염산염
222630BIJ,라모세트론염산염,nan,A04AA,라모세트론염산염
181001ATB,라모트리진,lamotrigine,N03AX09,라모트리진
181002ATB,라모트리진,lamotrigine,N03AX09,라모트리진
181003ATB,라모트리진,lamotrigine,N03AX09,라모트리진
181004ATB,라모트리진,lamotrigine,N03AX09,라모트리진
639301BIJ,"라무시루맙,유전자재조합",ramucirumab,L01FG02,"라무시루맙,유전자재조합"
639302BIJ,"라무시루맙,유전자재조합",ramucirumab,L01FG02,"라무시루맙,유전자재조합"
180901ATB,라미부딘,lamivudine,J05AF05,라미부딘
180902ATB,라미부딘,lamivudine,J05AF05,라미부딘
222401ATB,라미프릴,ramipril,C09AA05,라미프릴
222402ATB,라미프릴,ramipril,C09AA05,라미프릴
222404ATB,라미프릴,ramipril,C09AA05,라미프릴
180231BIJ,라베타롤염산염,labetalol,C07AG01,라베타롤염산염
180230BIJ,라베탈롤염산염,labetalol,C07AG01,라베탈롤염산염
726700ATB,"라베프라졸,탄산수소나트륨","rabeprazole, combinations",A02BC54,"라베프라졸,탄산수소나트륨"
222201ATE,라베프라졸나트륨,nan,A02BC04,라베프라졸나트륨
222202ATE,라베프라졸나트륨,nan,A02BC04,라베프라졸나트륨
222203ATE,라베프라졸나트륨,nan,A02BC04,라베프라졸나트륨
730300ATB,"라베프라졸나트륨,산화마그네슘","rabeprazole, combinations",A02BC54,"라베프라졸나트륨,산화마그네슘"
723400ATB,"라베프라졸나트륨,침강탄산칼슘",nan,,"라베프라졸나트륨,침강탄산칼슘"
734800ATB,"라베프라졸나트륨,침강탄산칼슘",nan,,"라베프라졸나트륨,침강탄산칼슘"
737800ATB,"라베프라졸나트륨,탄산수소나트륨",nan,,"라베프라졸나트륨,탄산수소나트륨"
737900ATB,"라베프라졸나트륨,탄산수소나트륨",nan,,"라베프라졸나트륨,탄산수소나트륨"
704600ATB,"라베프라졸나트륨,탄산수소나트륨","rabeprazole, combinations",A02BC54,"라베프라졸나트륨,탄산수소나트륨"
689002BIJ,라불리주맙,ravulizumab,L04AJ02,라불리주맙
689003BIJ,라불리주맙,ravulizumab,L04AJ02,라불리주맙
625201ATB,라사길린메실산염,nan,N04BD02,라사길린메실산염
625202ATB,라사길린메실산염,nan,N04BD02,라사길린메실산염
442101BIJ,라스부리카제,rasburicase,V03AF07,라스부리카제
180301ATB,라시디핀,lacidipine,C08CA09,라시디핀
180302ATB,라시디핀,lacidipine,C08CA09,라시디핀
180303ATB,라시디핀,lacidipine,C08CA09,라시디핀
611702ATB,라코사미드,lacosamide,N03AX18,라코사미드
611703ATB,라코사미드,lacosamide,N03AX18,라코사미드
611704ATB,라코사미드,lacosamide,N03AX18,라코사미드
611705ATB,라코사미드,lacosamide,N03AX18,라코사미드
181532COS,라타노프로스트,latanoprost,S01EE01,라타노프로스트
181502COS,라타노프로스트,nan,S01EE01,라타노프로스트
181531COS,라타노프로스트,nan,S01EE01,라타노프로스트
694601COS,라타노프로스틴부노드,latanoprostene bunod,S01EE06,라타노프로스틴부노드
694602COS,라타노프로스틴부노드,latanoprostene bunod,S01EE06,라타노프로스틴부노드
507501ATB,라파티닙디토실레이트,lapatinib,L01EH01,라파티닙디토실레이트
489302ATB,라푸티딘,nan,A02BA08,라푸티딘
180501ACH,락토바실루스아시도필루스균,lactic acid producing organisms,A07FA01,락토바실루스아시도필루스균
461101ACH,락토바실루스카제이변종람노수스,lactic acid producing organisms,A07FA01,락토바실루스카제이변종람노수스
461130AGN,락토바실루스카제이변종람노수스,lactic acid producing organisms,A07FA01,락토바실루스카제이변종람노수스
461130APD,락토바실루스카제이변종람노수스,lactic acid producing organisms,A07FA01,락토바실루스카제이변종람노수스
461131AGN,락토바실루스카제이변종람노수스,lactic acid producing organisms,A07FA01,락토바실루스카제이변종람노수스
461131APD,락토바실루스카제이변종람노수스,lactic acid producing organisms,A07FA01,락토바실루스카제이변종람노수스
180833ASY,락툴로오즈농축액,lactulose,A06AD11,락툴로오즈농축액
180830ASY,락툴로오즈농축액,nan,A06AD11,락툴로오즈농축액
107731CLT,락트산암모늄액,Other emollients and protectives,D02AX,락트산암모늄액
415730APD,락티톨수화물,lactitol,A06AD12,락티톨수화물
